,rate,input_1,conv1_1,conv1_2,pool1,conv2_1,conv2_2,pool2,conv3_1,conv3_2,conv3_3,pool3,conv4_1,conv4_2,conv4_3,pool4,conv5_1,conv5_2,conv5_3,pool5,flatten,fc6/relu,fc7/relu
CFD-AF-200-N.jpg,4.111111111,0.0,0.45506130919164545,0.1173509870256696,0.09609424824617352,0.28774650729432394,0.24541675801179852,0.18369589046556123,0.4154152383609694,0.48866988201530615,0.8091605050223214,0.6911371970663265,0.637588189572704,0.8107212611607143,0.9270816725127551,0.8547413105867347,0.8146922831632653,0.848014987244898,0.9301658163265306,0.8652742346938775,0.8652742346938775,0.817626953125,0.909912109375
CFD-AF-201-N.jpg,3.111111111,0.0,0.46436917051977045,0.12028690260283803,0.09507284359056123,0.29375847018494894,0.25931159817442606,0.19114965322066324,0.41275958625637754,0.48419189453125,0.8052704480229592,0.679702447385204,0.6506048708545918,0.8137456154336735,0.9296177455357143,0.8572026466836735,0.8248465401785714,0.8544622927295918,0.9312918526785714,0.8669483418367347,0.8669483418367347,0.810302734375,0.921875
CFD-AF-202-N.jpg,3.0,0.0,0.4489518768933355,0.1281585693359375,0.10283676458864799,0.2913046077806123,0.2565949109135842,0.18435606664540816,0.41879334741709184,0.48931511080994894,0.8050537109375,0.6760752152423469,0.6501265545280612,0.8114362444196428,0.9281030771683674,0.8538544323979592,0.8198142538265306,0.8537846779336735,0.934341119260204,0.8739237882653061,0.8739237882653061,0.8193359375,0.917724609375
CFD-AF-203-N.jpg,3.275862069,0.0,0.45661863988759566,0.12141231614716197,0.09631223094706631,0.2883095254703444,0.2557927345742985,0.18513333067602045,0.41683150310905615,0.4885752152423469,0.803840481505102,0.6743463010204082,0.6529765226403061,0.8110227000956632,0.9289899553571429,0.8537049585459184,0.8202028858418368,0.8495296556122449,0.9326371173469388,0.8696986607142857,0.8696986607142857,0.802978515625,0.9072265625
CFD-AF-204-N.jpg,3.172413793,0.0,0.44873763103874365,0.11867102798150508,0.09818439094387754,0.2836509237484056,0.24030724350286992,0.17916185028698983,0.4172724509725765,0.49040377869897955,0.8102554009885204,0.6941615513392857,0.6350396603954082,0.8080008370535714,0.9295230787627551,0.8602120535714286,0.8158681441326531,0.8514528858418368,0.936652981505102,0.8789461096938775,0.8789461096938775,0.81103515625,0.91796875
CFD-AF-205-N.jpg,4.333333333,0.0,0.47271759656010837,0.11696640326052299,0.09213443678252553,0.29632755201690053,0.2648981833944515,0.19383270886479587,0.4085693359375,0.48096948740433676,0.8034643056441326,0.6702507174744898,0.657485650510204,0.8145079320790816,0.9304373604910714,0.8574517697704082,0.8277762276785714,0.8579300860969388,0.9312519929846939,0.8677056760204082,0.8677056760204082,0.79638671875,0.930419921875
CFD-AF-206-N.jpg,2.714285714,0.0,0.4607814866669324,0.11759543905452807,0.09420464963329078,0.28739088408801017,0.25571488360969385,0.18692950813137754,0.41470150071747447,0.48782161790497447,0.8056765186543368,0.6779286910076531,0.6529665577168368,0.8118846659757653,0.9316605548469388,0.8608199139030612,0.8187579719387755,0.854262994260204,0.932846380739796,0.8723692602040816,0.8723692602040816,0.81298828125,0.921142578125
CFD-AF-207-N.jpg,2.137931034,0.0,0.4502790801379145,0.13587422273596939,0.10613390864158168,0.2972904127471301,0.2706778390066964,0.1866803850446429,0.4143838687818877,0.4832950514190051,0.7929936623086735,0.6487215003188775,0.6702656648596939,0.8076545559630102,0.9275998485331632,0.8472377232142857,0.816635443239796,0.8480050223214286,0.9370017538265306,0.8779496173469388,0.8779496173469388,0.79833984375,0.91162109375
CFD-AF-208-N.jpg,3.038461538,0.0,0.4509875239158163,0.13983527981505106,0.10909224529655615,0.2991090112802933,0.26611265844228316,0.18644371811224492,0.41926543566645413,0.48659468670280615,0.8040347975127551,0.6739377391581632,0.6516860650510203,0.8111572265625,0.9297223772321429,0.8573122608418368,0.8118522799744898,0.8532266422193877,0.9364337531887755,0.8775510204081632,0.8775510204081632,0.794189453125,0.904296875
CFD-AF-209-N.jpg,4.08,0.0,0.45381538235411356,0.13287851761798475,0.10392418686224492,0.2967192980707908,0.2626834791533801,0.18748505261479587,0.415839993223852,0.4852718431122449,0.8029336734693877,0.6748993542729591,0.6495610451211735,0.8103500677614796,0.9292913942920918,0.8553691007653061,0.8182796556122449,0.8516422193877551,0.9351283482142857,0.8745615433673469,0.8745615433673469,0.789306640625,0.90625
CFD-AF-210-N.jpg,2.615384615,0.0,0.45407602738360975,0.12984980369100763,0.10223264110331631,0.2946889449139031,0.2631125936702806,0.18649852519132648,0.41477499202806123,0.48374970105229587,0.8018923389668368,0.6702208227040816,0.6504678531568877,0.8085837850765306,0.9304647640306123,0.8586674904336735,0.8169144610969388,0.8490613042091837,0.931640625,0.8683434311224489,0.8683434311224489,0.788330078125,0.902587890625
CFD-AF-211-N.jpg,3.307692308,0.0,0.44642140913982775,0.12702692771444513,0.10053486726721939,0.28692689233896684,0.25408873266103316,0.18095553651147955,0.419120944276148,0.48841577646683676,0.8042590082908163,0.6769770408163265,0.6502934669961735,0.808822943239796,0.9297124123086735,0.8588468590561225,0.8123007015306123,0.8503168845663265,0.9370316485969388,0.8759964923469388,0.8759964923469388,0.793701171875,0.925048828125
CFD-AF-212-N.jpg,2.607142857,0.0,0.45250312649473856,0.12914322833625635,0.10095837651466832,0.2901405801578444,0.2605690469547194,0.1828438895089286,0.4177271006058674,0.4861475107621174,0.7986823879942602,0.6611776546556123,0.6610107421875,0.8105817522321428,0.9281902702487245,0.850326849489796,0.8203523596938775,0.8495396205357143,0.9369818239795918,0.8784279336734694,0.8784279336734694,0.7998046875,0.91845703125
CFD-AF-213-N.jpg,3.0,0.0,0.4511840197504783,0.12057121432557394,0.09784060108418369,0.2836334851323342,0.24135231485172193,0.17528798628826525,0.4145956234056123,0.4888940927933674,0.8059642558195153,0.6789849728954082,0.647475884885204,0.8047597456951531,0.9274204799107143,0.85205078125,0.8150111607142857,0.8470483896683674,0.9333446269132653,0.8701371173469388,0.8701371173469388,0.81201171875,0.92333984375
CFD-AF-214-N.jpg,3.730769231,0.0,0.4535226627272002,0.11653106066645413,0.09477140465561229,0.2838614327566964,0.2401384626116071,0.17751265545280615,0.4167654854910714,0.4891457071109694,0.8088329081632653,0.6902154416454082,0.6381262954400511,0.8096276108099489,0.9276571468431123,0.8570033482142857,0.8157983896683674,0.849380181760204,0.9372807716836735,0.8788265306122449,0.8788265306122449,0.794189453125,0.906005859375
CFD-AF-215-N.jpg,2.814814815,0.0,0.45054034797512754,0.1146523611886161,0.09527837013711737,0.2828792649872449,0.2352948869977679,0.17715640943877553,0.4167218889508929,0.48942098812181123,0.813796685666454,0.7020089285714286,0.6278823541135203,0.8091193997130102,0.9271589006696429,0.8567542251275511,0.8137755102040816,0.8488719706632653,0.9353774713010204,0.8768335459183674,0.8768335459183674,0.79931640625,0.914306640625
CFD-AF-216-N.jpg,3.266666667,0.0,0.4595271519252232,0.1198076520647321,0.09634959941007648,0.2909520986128826,0.25752538564253824,0.18924884406887754,0.41402388592155615,0.48622598453443877,0.8048681142378826,0.6763940927933674,0.6521992586096939,0.8145702128507653,0.9287009725765306,0.8539042570153061,0.8225446428571428,0.8497090242346939,0.9318797831632653,0.8688217474489796,0.8688217474489796,0.79736328125,0.91748046875
CFD-AF-217-N.jpg,3.833333333,0.0,0.4518494897959183,0.1263100760323661,0.10110286790497447,0.28537049585459184,0.25089435188137754,0.18146374760841832,0.4207850864955357,0.4915783940529337,0.8053837990274235,0.6795679209183674,0.6514020647321428,0.8123056839923469,0.9281030771683674,0.8531967474489796,0.8204520089285714,0.8552993463010204,0.9352479272959183,0.8742028061224489,0.8742028061224489,0.808837890625,0.921630859375
